name,language,numberOfFiles,loc
arq-lib-superdigital-encryption,JSON,1,8
arq-lib-superdigital-encryption,total,37,963
api-ob-user,Markdown,1,16
api-ob-user,total,1,16
api-NOUSAR-openapi-account-management,Markdown,1,16
api-NOUSAR-openapi-account-management,total,1,16
do-poc-android2,Markdown,1,16
do-poc-android2,total,1,16
pa-ms-operations-history,C#,95,4295
pa-ms-operations-history,YAML,9,252
pa-ms-operations-history,JSON,7,142
pa-ms-operations-history,MSBuild script,7,119
pa-ms-operations-history,Markdown,1,16
pa-ms-operations-history,Dockerfile,1,11
pa-ms-operations-history,DOS Batch,1,1
pa-ms-operations-history,total,121,4836
bcc-qa-integration-filesmanager,Markdown,1,16
bcc-qa-integration-filesmanager,total,1,16
api-cad-userprofile-profile,Markdown,1,16
api-cad-userprofile-profile,total,1,16
bcc-web-frontend,JSON,3,17146
bcc-web-frontend,JSX,63,9722
bcc-web-frontend,CSS,25,5418
bcc-web-frontend,JavaScript,33,2309
bcc-web-frontend,YAML,7,219
bcc-web-frontend,HTML,1,24
bcc-web-frontend,Dockerfile,1,13
bcc-web-frontend,total,133,34851
pa-events-organization-structure,YAML,2,70
pa-events-organization-structure,C#,5,70
pa-events-organization-structure,Markdown,1,16
pa-events-organization-structure,MSBuild script,1,14
pa-events-organization-structure,total,9,170
ssd.puppet.roles,Puppet,9,49
ssd.puppet.roles,total,9,49
bcc-gp-web-legalperson-onboarding,TypeScript,76,3839
bcc-gp-web-legalperson-onboarding,JSON,16,2914
bcc-gp-web-legalperson-onboarding,Sass,9,1355
bcc-gp-web-legalperson-onboarding,JavaScript,14,611
bcc-gp-web-legalperson-onboarding,YAML,11,340
bcc-gp-web-legalperson-onboarding,Dockerfile,1,7
bcc-gp-web-legalperson-onboarding,Markdown,1,1
bcc-gp-web-legalperson-onboarding,total,128,9067
devops-backlog,YAML,1,117
devops-backlog,Python,1,66
devops-backlog,total,2,183
ob-client-ms-prospect,C#,10,225
ob-client-ms-prospect,XML,1,83
ob-client-ms-prospect,YAML,2,55
ob-client-ms-prospect,MSBuild script,2,40
ob-client-ms-prospect,Markdown,1,16
ob-client-ms-prospect,total,16,419
qa-mobile-regression-tests,HTML,27,15091
qa-mobile-regression-tests,XML,112,2851
qa-mobile-regression-tests,Java,35,1436
qa-mobile-regression-tests,CSS,2,264
qa-mobile-regression-tests,Maven,1,170
qa-mobile-regression-tests,JavaScript,2,98
qa-mobile-regression-tests,Markdown,1,16
qa-mobile-regression-tests,total,180,19926
pa-qa-integration-charges-and-benefits,JSON,4,4091
pa-qa-integration-charges-and-benefits,Markdown,1,16
pa-qa-integration-charges-and-benefits,total,5,4107
do-ansible-cassandra,YAML,7,131
do-ansible-cassandra,Python,2,47
do-ansible-cassandra,Markdown,1,28
do-ansible-cassandra,Bourne Shell,1,27
do-ansible-cassandra,total,11,233
api-cad-otp-notification,Markdown,1,16
api-cad-otp-notification,total,1,16
do-tf-azure-cache,YAML,1,97
do-tf-azure-cache,Markdown,1,16
do-tf-azure-cache,total,2,113
ob-ms-prospect,Smalltalk,31,16328
ob-ms-prospect,C#,256,12449
ob-ms-prospect,JSON,7,814
ob-ms-prospect,YAML,9,314
ob-ms-prospect,MSBuild script,6,203
ob-ms-prospect,Dockerfile,2,31
ob-ms-prospect,XML,1,30
ob-ms-prospect,Markdown,1,20
ob-ms-prospect,total,313,30189
SDI.Apigee.Installation.Templates,YAML,52,1782
SDI.Apigee.Installation.Templates,Bourne Shell,3,1476
SDI.Apigee.Installation.Templates,JSON,4,54
SDI.Apigee.Installation.Templates,Markdown,3,49
SDI.Apigee.Installation.Templates,total,62,3361
pm-ms-acquiring-MIT,C#,79,2450
pm-ms-acquiring-MIT,JSON,13,466
pm-ms-acquiring-MIT,YAML,10,287
pm-ms-acquiring-MIT,MSBuild script,9,276
pm-ms-acquiring-MIT,Markdown,1,16
pm-ms-acquiring-MIT,Dockerfile,1,9
pm-ms-acquiring-MIT,total,113,3504
qa_automation_rest_api_transaction_broker,Markdown,1,16
qa_automation_rest_api_transaction_broker,total,1,16
bcc-events-ms-filesmanager,C#,13,178
bcc-events-ms-filesmanager,YAML,2,60
bcc-events-ms-filesmanager,Markdown,1,16
bcc-events-ms-filesmanager,MSBuild script,1,14
bcc-events-ms-filesmanager,total,17,268
arq-lib-common-tracer,C#,11,387
arq-lib-common-tracer,YAML,3,64
arq-lib-common-tracer,Markdown,1,36
arq-lib-common-tracer,JSON,3,35
arq-lib-common-tracer,MSBuild script,3,32
arq-lib-common-tracer,total,21,554
crm,YAML,81,2456
crm,total,81,2456
trn-ms-lock,C#,25,828
trn-ms-lock,YAML,10,287
trn-ms-lock,MSBuild script,11,221
trn-ms-lock,JSON,5,93
trn-ms-lock,Markdown,2,42
trn-ms-lock,Dockerfile,2,20
trn-ms-lock,total,55,1491
qa-lake-gateway,YAML,9,248
qa-lake-gateway,C#,4,215
qa-lake-gateway,JSON,4,115
qa-lake-gateway,Markdown,1,32
qa-lake-gateway,MSBuild script,1,24
qa-lake-gateway,GraphQL,1,9
qa-lake-gateway,total,20,643
bcc-ms-notifier,C#,50,1475
bcc-ms-notifier,YAML,7,223
bcc-ms-notifier,MSBuild script,6,180
bcc-ms-notifier,XML,1,106
bcc-ms-notifier,JSON,4,102
bcc-ms-notifier,Razor,6,68
bcc-ms-notifier,Markdown,2,44
bcc-ms-notifier,Protocol Buffers,3,39
bcc-ms-notifier,Dockerfile,1,10
bcc-ms-notifier,total,80,2247
sd-flutter-design-system,Markdown,1,16
sd-flutter-design-system,total,1,16
ob-ms-person-integration-collector,C#,35,955
ob-ms-person-integration-collector,JSON,3,479
ob-ms-person-integration-collector,YAML,9,262
ob-ms-person-integration-collector,MSBuild script,8,168
ob-ms-person-integration-collector,Markdown,1,16
ob-ms-person-integration-collector,Dockerfile,1,11
ob-ms-person-integration-collector,total,57,1891
api-NOUSAR-sysapi-usersAccountProvider-v1,Markdown,1,16
api-NOUSAR-sysapi-usersAccountProvider-v1,total,1,16
do-helm-kafka-topics-ui,YAML,8,205
do-helm-kafka-topics-ui,Markdown,1,66
do-helm-kafka-topics-ui,Dockerfile,1,11
do-helm-kafka-topics-ui,total,10,282
pa-ms-exchange-rates,C#,94,5540
pa-ms-exchange-rates,JSON,11,1687
pa-ms-exchange-rates,YAML,8,244
pa-ms-exchange-rates,Cucumber,3,153
pa-ms-exchange-rates,MSBuild script,8,152
pa-ms-exchange-rates,Markdown,1,16
pa-ms-exchange-rates,Dockerfile,1,11
pa-ms-exchange-rates,DOS Batch,1,1
pa-ms-exchange-rates,total,127,7804
config-repo-qa,YAML,123,6841
config-repo-qa,Markdown,1,16
config-repo-qa,total,124,6857
trn-svc-config-pts-uy,Maven,5,272
trn-svc-config-pts-uy,Bourne Shell,3,219
trn-svc-config-pts-uy,DOS Batch,2,148
trn-svc-config-pts-uy,XML,6,113
trn-svc-config-pts-uy,YAML,1,39
trn-svc-config-pts-uy,Markdown,1,16
trn-svc-config-pts-uy,Java,1,4
trn-svc-config-pts-uy,SQL,1,1
trn-svc-config-pts-uy,total,20,812
arq-oauth-server,CSS,16,13891
arq-oauth-server,C#,245,11261
arq-oauth-server,JSON,18,10628
arq-oauth-server,Razor,112,6182
arq-oauth-server,Sass,111,5642
arq-oauth-server,Smalltalk,4,2011
arq-oauth-server,JavaScript,23,1257
arq-oauth-server,YAML,19,620
arq-oauth-server,MSBuild script,7,263
arq-oauth-server,Dockerfile,3,45
arq-oauth-server,total,558,51800
san-auth-backend,Java,74,3508
san-auth-backend,Groovy,2,131
san-auth-backend,Bourne Shell,1,129
san-auth-backend,YAML,2,100
san-auth-backend,DOS Batch,1,74
san-auth-backend,Markdown,1,41
san-auth-backend,SQL,3,37
san-auth-backend,Bourne Again Shell,1,14
san-auth-backend,XML,1,14
san-auth-backend,HTML,1,13
san-auth-backend,Dockerfile,1,6
san-auth-backend,total,88,4067
ob-web-mock,JSON,62,6698
ob-web-mock,JavaScript,61,2003
ob-web-mock,HTML,1,567
ob-web-mock,YAML,7,223
ob-web-mock,Markdown,3,120
ob-web-mock,Dockerfile,1,7
ob-web-mock,total,135,9618
ssd.do.pipelines-agents,YAML,7,253
ssd.do.pipelines-agents,Bourne Shell,1,68
ssd.do.pipelines-agents,Dockerfile,1,44
ssd.do.pipelines-agents,Markdown,1,3
ssd.do.pipelines-agents,total,10,368
arq-ms-edi-colombia,Java,13,338
arq-ms-edi-colombia,Bourne Shell,1,126
arq-ms-edi-colombia,YAML,4,70
arq-ms-edi-colombia,DOS Batch,1,66
arq-ms-edi-colombia,Groovy,2,53
arq-ms-edi-colombia,Markdown,1,24
arq-ms-edi-colombia,total,22,677
ob-events-FavoriteTransferBetweenSuper-integration,C#,7,95
ob-events-FavoriteTransferBetweenSuper-integration,YAML,2,81
ob-events-FavoriteTransferBetweenSuper-integration,Markdown,1,16
ob-events-FavoriteTransferBetweenSuper-integration,MSBuild script,1,9
ob-events-FavoriteTransferBetweenSuper-integration,total,11,201
ob-ms-fullfilment,C#,42,1172
ob-ms-fullfilment,YAML,9,246
ob-ms-fullfilment,MSBuild script,5,151
ob-ms-fullfilment,JSON,3,75
ob-ms-fullfilment,XML,1,53
ob-ms-fullfilment,Markdown,2,35
ob-ms-fullfilment,Dockerfile,2,30
ob-ms-fullfilment,total,64,1762
ob-ms-digital-signature,C#,149,6014
ob-ms-digital-signature,JSON,5,796
ob-ms-digital-signature,YAML,9,268
ob-ms-digital-signature,MSBuild script,8,206
ob-ms-digital-signature,Markdown,1,16
ob-ms-digital-signature,Dockerfile,1,12
ob-ms-digital-signature,total,173,7312
pa-events-products,C#,43,630
pa-events-products,YAML,2,70
pa-events-products,Markdown,1,16
pa-events-products,MSBuild script,1,12
pa-events-products,total,47,728
